cof,ASA_m^2/g,Density,LS,B,O,C,H,Si,N,S,Ni,Zn,Cu,Co,F,P,Cl,V,Br
16056N2,1825.71,0.528129,22.69839,0.0545454545454545,0.109090909090909,0.5636363636363636,0.2545454545454545,0.0,0.0,0.0181818181818181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18070N2,1715.91,0.776836,17.17805,0.0,0.0454545454545454,0.5227272727272727,0.3863636363636363,0.0,0.0454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19440N2,301.892,1.26899,4.84433,0.0,0.0,0.5369127516778524,0.348993288590604,0.0,0.1073825503355704,0.0,0.0,0.0,0.0067114093959731,0.0,0.0,0.0,0.0,0.0,0.0
13000N2,445.215,1.59194,7.65128,0.0,0.0,0.5714285714285714,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0
19571N2,1980.66,0.566886,18.62708,0.0,0.0,0.5813953488372093,0.3488372093023256,0.0,0.0697674418604651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15161N2,1715.49,0.612989,15.85081,0.0,0.0,0.4893617021276595,0.4893617021276595,0.0,0.0212765957446808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19142N2,1594.19,0.582433,25.76234,0.0,0.15,0.65,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15150N2,4072.47,0.388869,15.66522,0.0,0.0333333333333333,0.5666666666666667,0.3333333333333333,0.0,0.0666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12030N2,1634.65,0.654918,19.38979,0.0606060606060606,0.1212121212121212,0.5454545454545454,0.1818181818181818,0.0,0.0606060606060606,0.0303030303030303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11031N2,4463.64,0.281663,26.99882,0.0317460317460317,0.0634920634920634,0.5714285714285714,0.3015873015873015,0.0,0.0317460317460317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15190N2,1502.13,0.89212,10.36567,0.0,0.1666666666666666,0.5,0.1666666666666666,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19000N3,6283.22,0.207045,19.29611,0.0,0.0,0.5238095238095238,0.3809523809523809,0.0,0.0476190476190476,0.0476190476190476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21052N2,3661.97,0.378504,18.66837,0.0,0.0337078651685393,0.5393258426966292,0.4044943820224719,0.0,0.0224719101123595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21280N3,2785.67,0.290217,38.09649,0.0,0.0576923076923076,0.5,0.358974358974359,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16160N2,1702.92,0.644388,20.05475,0.0,0.0625,0.5625,0.25,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21315N3,2344.95,0.389144,31.18528,0.0,0.0,0.5970149253731343,0.3432835820895522,0.0,0.0597014925373134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14090N2,1820.67,0.555688,25.67443,0.0,0.0555555555555555,0.5,0.3333333333333333,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14020N2,2257.22,0.509823,25.68704,0.0,0.0,0.5675675675675675,0.3783783783783784,0.0,0.054054054054054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12023N2,1457.81,0.610087,27.1624,0.0268456375838926,0.1073825503355704,0.5637583892617449,0.2147651006711409,0.0,0.0805369127516778,0.0,0.0,0.0067114093959731,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20021N2,1915.51,0.54045,23.45923,0.0,0.0588235294117647,0.5294117647058824,0.2941176470588235,0.0,0.1176470588235294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19310N2,2121.12,0.534694,18.10869,0.0,0.0,0.58,0.38,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19170N2,1358.73,0.659458,28.19438,0.0208333333333333,0.0625,0.4375,0.4375,0.0,0.0208333333333333,0.0208333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20121N3,1373.52,0.833473,9.97566,0.0,0.0,0.5588235294117647,0.4117647058823529,0.0,0.0294117647058823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21035N2,1698.61,0.780658,9.59384,0.0,0.0,0.5925925925925926,0.3703703703703703,0.0,0.037037037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19051N2,2232.03,0.383975,34.45228,0.0,0.0,0.6,0.25,0.0,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13076N2,1080.76,1.01852,14.90134,0.0,0.0833333333333333,0.5,0.1666666666666666,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0
20551N2,692.605,1.10359,8.54303,0.0,0.0,0.5757575757575758,0.303030303030303,0.0,0.0606060606060606,0.0606060606060606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16330N2,2270.27,0.477343,23.65331,0.0,0.0,0.5625,0.375,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14070N2,2292.21,0.467273,23.47129,0.0,0.0,0.5818181818181818,0.3454545454545454,0.0,0.0727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11002N2,2605.95,0.347833,32.49748,0.0,0.0625,0.46875,0.40625,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13170N2,4129.42,0.309017,25.51802,0.0229885057471264,0.0459770114942528,0.5517241379310345,0.2873563218390804,0.0,0.0919540229885057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20620N2,1582.95,0.719234,12.95862,0.0,0.0408163265306122,0.5306122448979592,0.3673469387755102,0.0,0.0612244897959183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19190N2,2905.89,0.574363,11.88222,0.0,0.0273972602739726,0.5342465753424658,0.3835616438356164,0.0,0.0273972602739726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0273972602739726,0.0,0.0
15081N2,4346.3,0.349547,18.54616,0.0,0.0363636363636363,0.5454545454545454,0.3454545454545454,0.0,0.0727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21073N2,1642.36,0.767301,14.31763,0.0,0.1,0.6,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21072N2,1551.17,0.80652,14.01495,0.0,0.1290322580645161,0.5806451612903226,0.1935483870967742,0.0,0.0967741935483871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20360N2,1988.61,0.420387,32.23249,0.0,0.0,0.6086956521739131,0.3478260869565217,0.0,0.0434782608695652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20581N2,1949.36,0.613707,16.24084,0.0,0.0203045685279187,0.5076142131979695,0.4060913705583756,0.0,0.0609137055837563,0.0,0.0050761421319796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15186N2,1920.25,0.363876,44.62581,0.0333333333333333,0.1333333333333333,0.5666666666666667,0.2333333333333333,0.0,0.0333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19361N2,2235.71,0.38916,33.24253,0.0,0.0,0.5714285714285714,0.3333333333333333,0.0,0.0476190476190476,0.0476190476190476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13181N3,1074.38,0.978324,5.27018,0.0,0.0816326530612244,0.4897959183673469,0.3265306122448979,0.0204081632653061,0.0816326530612244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21200N2,2159.52,0.496452,22.25008,0.0,0.037037037037037,0.5555555555555556,0.3333333333333333,0.0,0.074074074074074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18083N2,2357.43,0.549072,18.16021,0.0,0.0330578512396694,0.5289256198347108,0.3636363636363636,0.0,0.0661157024793388,0.0,0.0,0.0,0.0,0.0082644628099173,0.0,0.0,0.0,0.0,0.0
11030N2,4041.45,0.361779,20.45694,0.0,0.0,0.5660377358490566,0.3584905660377358,0.0,0.0754716981132075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19572N2,2026.89,0.609996,16.26354,0.0,0.0,0.5818181818181818,0.3545454545454545,0.0,0.0636363636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18150N2,1328.84,0.92742,13.78326,0.0,0.0923076923076923,0.5538461538461539,0.1692307692307692,0.0,0.0923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0923076923076923,0.0,0.0
16480N2,1945.75,0.567406,18.52304,0.0,0.0,0.5555555555555556,0.3333333333333333,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12000N2,1618.42,0.705665,16.14031,0.0,0.0833333333333333,0.5,0.3333333333333333,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16080N2,2192.22,0.512828,16.90398,0.0,0.0,0.5606060606060606,0.3636363636363636,0.0,0.0757575757575757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21314N2,2664.51,0.321533,34.59008,0.0,0.0,0.5970149253731343,0.3432835820895522,0.0,0.0597014925373134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14091N2,1953.55,0.554271,22.52384,0.0,0.0545454545454545,0.5454545454545454,0.3454545454545454,0.0,0.0545454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20281N2,2278.92,0.478073,22.82201,0.0,0.0,0.5818181818181818,0.3636363636363636,0.0,0.0545454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16050N2,1427.05,0.763077,15.08117,0.0421052631578947,0.0842105263157894,0.5473684210526316,0.2105263157894736,0.0,0.1052631578947368,0.0,0.0105263157894736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20631N2,1993.18,0.537877,31.11791,0.0,0.0,0.5625,0.3333333333333333,0.0,0.0625,0.0416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19353N2,1911.49,0.651469,13.44179,0.0,0.0,0.6388888888888888,0.3333333333333333,0.0,0.0277777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21070N2,1396.22,0.848808,14.59786,0.0,0.1818181818181818,0.5454545454545454,0.1818181818181818,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07013N3,6422.21,0.170478,27.47264,0.0470588235294117,0.0941176470588235,0.5764705882352941,0.2823529411764706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19480N2,2487.87,0.488964,22.62047,0.0,0.0,0.525,0.425,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21021N2,3327.8,0.619388,6.66131,0.0,0.0,0.5,0.4625,0.0,0.0375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13110N2,3116.7,0.537289,12.905,0.0,0.043010752688172,0.5591397849462365,0.3010752688172043,0.0,0.086021505376344,0.0,0.0,0.0,0.010752688172043,0.0,0.0,0.0,0.0,0.0,0.0
16271N2,2452.61,0.438409,32.3342,0.0,0.0,0.574468085106383,0.3829787234042553,0.0,0.0425531914893617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19511N2,2204.45,0.477275,23.11543,0.0,0.0303030303030303,0.5454545454545454,0.3636363636363636,0.0,0.0606060606060606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16120N2,1720.4,0.682814,16.08953,0.0,0.0869565217391304,0.4782608695652174,0.3043478260869565,0.0,0.1304347826086956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20411N2,2472.61,0.64527,9.26592,0.0,0.0444444444444444,0.5111111111111111,0.4,0.0,0.0444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07011N3,5296.19,0.388736,9.68318,0.0816326530612244,0.0816326530612244,0.4897959183673469,0.3265306122448979,0.0204081632653061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20141N2,1801.27,0.706503,9.86201,0.0,0.0277777777777777,0.5555555555555556,0.3888888888888889,0.0,0.0277777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21050N2,3929.47,0.359797,19.34281,0.0,0.0352941176470588,0.5647058823529412,0.3764705882352941,0.0,0.0235294117647058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19280N2,2228.19,0.54299,26.44235,0.0,0.0363636363636363,0.5272727272727272,0.4,0.0,0.0363636363636363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19540N2,1352.19,0.770136,23.24133,0.0,0.0,0.6,0.3428571428571428,0.0,0.0571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15250N2,2231.75,0.469734,23.50203,0.0,0.0,0.5625,0.375,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16058N2,1696.59,0.606977,22.92273,0.0576923076923076,0.1153846153846153,0.5576923076923077,0.2115384615384615,0.0,0.0384615384615384,0.0192307692307692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18033N2,2685.16,0.509455,15.91973,0.0,0.0,0.5466666666666666,0.4,0.0,0.0533333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19140N2,1416.68,0.910414,14.0117,0.0,0.1333333333333333,0.6666666666666666,0.1333333333333333,0.0,0.0666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19340N2,1896.64,0.664991,15.27488,0.0,0.0,0.5454545454545454,0.3636363636363636,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19311N2,2148.81,0.540706,17.92967,0.0,0.0,0.5531914893617021,0.3404255319148936,0.0,0.1063829787234042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16251N3,7294.23,0.279806,13.46817,0.0,0.0,0.6,0.3652173913043478,0.0,0.0347826086956521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20164N2,2210.3,0.460211,25.87293,0.0,0.0357142857142857,0.5,0.3928571428571428,0.0,0.0714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19380N2,1971.65,0.569857,18.53359,0.0,0.0,0.58,0.36,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21032N2,1566.9,0.645573,20.31958,0.0,0.0,0.5925925925925926,0.3703703703703703,0.0,0.037037037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18140N2,3140.2,0.40444,18.52351,0.0,0.0,0.5454545454545454,0.4090909090909091,0.0,0.0454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16310N2,4363.38,0.48852,9.70729,0.0,0.025,0.5625,0.3625,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16500N2,1576.25,0.92111,12.07235,0.0,0.0,0.5,0.1666666666666666,0.0,0.25,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15182N2,1639.14,0.546974,28.61691,0.0291970802919708,0.1167883211678832,0.5547445255474452,0.2043795620437956,0.0,0.0875912408759124,0.0,0.0,0.0,0.0072992700729927,0.0,0.0,0.0,0.0,0.0,0.0
16170N2,2159.32,0.539708,18.65543,0.0,0.0,0.5957446808510638,0.3617021276595745,0.0,0.0425531914893617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15162N2,1557.32,0.770248,12.01319,0.0,0.05,0.55,0.35,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19090N2,1964.79,0.471219,28.64646,0.0,0.0526315789473684,0.5789473684210527,0.2631578947368421,0.0,0.1052631578947368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15060N2,2017.09,0.634104,14.78901,0.0,0.0,0.5357142857142857,0.3571428571428571,0.0,0.1071428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16361N2,2424.57,0.37311,33.91137,0.0,0.0476190476190476,0.5238095238095238,0.3333333333333333,0.0,0.0952380952380952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20162N2,1462.2,0.655335,23.46924,0.0,0.0277777777777777,0.5833333333333334,0.3611111111111111,0.0,0.0277777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18134N3,2688.83,0.54766,13.6119,0.0,0.0,0.5677966101694916,0.3644067796610169,0.0,0.0677966101694915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13010N2,1374.35,0.58509,30.61493,0.0357142857142857,0.0714285714285714,0.6071428571428571,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19191N2,1058.22,0.829693,6.09493,0.0,0.0175438596491228,0.4736842105263157,0.4736842105263157,0.0,0.0175438596491228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0175438596491228,0.0,0.0
20500N3,4577.75,0.443234,12.1317,0.0,0.1176470588235294,0.5294117647058824,0.2941176470588235,0.0,0.0588235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13070N2,1654.23,0.626797,21.71779,0.0,0.1578947368421052,0.4736842105263157,0.2631578947368421,0.0,0.1052631578947368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19290N2,2289.24,0.612692,17.43403,0.0,0.0,0.5875,0.375,0.0,0.0375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16400N2,2919.48,0.42372,27.21938,0.0571428571428571,0.1142857142857142,0.5428571428571428,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11003N2,3656.87,0.439138,13.67413,0.0,0.0625,0.46875,0.40625,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16112N3,6559.63,0.188209,25.15287,0.048780487804878,0.048780487804878,0.4634146341463415,0.3414634146341463,0.0,0.048780487804878,0.0,0.0,0.0,0.0,0.0,0.048780487804878,0.0,0.0,0.0,0.0
13074N2,2159.51,0.545583,20.26056,0.0,0.0952380952380952,0.4761904761904761,0.3809523809523809,0.0,0.0476190476190476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20331N2,2040.77,0.573158,17.83307,0.0,0.0,0.569620253164557,0.379746835443038,0.0,0.050632911392405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17070N2,1979.27,0.46773,29.23932,0.0,0.0476190476190476,0.5238095238095238,0.3333333333333333,0.0,0.0952380952380952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17152N2,1928.49,0.516977,23.3108,0.0,0.0532544378698224,0.4970414201183432,0.408284023668639,0.0,0.0414201183431952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17250N2,2285.56,0.473356,23.09949,0.0,0.0,0.5333333333333333,0.3333333333333333,0.0,0.1333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20472N2,2452.31,0.34938,34.55963,0.0,0.0769230769230769,0.5769230769230769,0.3461538461538461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16110N3,7267.46,0.173311,22.72268,0.048780487804878,0.048780487804878,0.4634146341463415,0.3902439024390244,0.0,0.048780487804878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17230N2,1346.44,0.819474,9.80037,0.0,0.0,0.559322033898305,0.3728813559322034,0.0,0.0677966101694915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13121N2,2257.03,0.477811,21.50268,0.0,0.0,0.5876288659793815,0.3711340206185567,0.0,0.0412371134020618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16172N2,2428.81,0.430329,25.3962,0.0,0.0,0.6101694915254238,0.3559322033898305,0.0,0.0338983050847457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19341N2,1470.26,0.83812,10.08199,0.0,0.0,0.5789473684210527,0.3684210526315789,0.0,0.0526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21040N3,627.379,1.03457,5.08169,0.0,0.0330578512396694,0.5702479338842975,0.3305785123966942,0.0,0.0330578512396694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0330578512396694,0.0,0.0
21031N2,1715.37,0.773347,8.92629,0.0,0.0,0.5925925925925926,0.3703703703703703,0.0,0.037037037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19491N2,2407.03,0.570357,12.12428,0.0,0.0,0.5753424657534246,0.3835616438356164,0.0,0.0410958904109589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21150N2,171.457,1.26634,7.93063,0.0,0.15,0.325,0.45,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0
19144N2,1110.41,1.00926,14.40865,0.0,0.2352941176470588,0.5882352941176471,0.1764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
